mode,atlas,fc_version,fold_or_site,auc,accuracy,balanced_accuracy,f1,precision,recall,specificity,threshold,train_time_sec,infer_ms_per_sample,epochs_run,n_params,n_eval
within_site,AAL,v1,NYU,0.725513784461153,0.6315966386554622,0.6342230576441102,0.6561849775472066,0.6971202516094156,0.6236842105263158,0.6447619047619048,0.5046067178249359,55.91866774559021,3.485739651848289,25.4,32258.0,34.2
within_site,AAL,v1,OHSU,0.6,0.39,0.36666666666666664,0.0,0.0,0.0,0.7333333333333333,0.6291369199752808,8.44126100540161,1.753389835357666,32.2,32258.0,4.6
within_site,AAL,v1,Olin,0.9,0.48,0.4833333333333333,0.1942857142857143,0.14666666666666667,0.3,0.6666666666666666,0.5921621739864349,8.393516445159912,1.8746089935302734,29.6,32258.0,5.0
within_site,AAL,v1,Pitt,0.76,0.6222222222222222,0.63,0.5232323232323232,0.5333333333333333,0.52,0.74,0.5869627118110656,15.597889280319214,2.3266633351643877,29.2,32258.0,9.0
within_site,AAL,v1,SBL,0.788888888888889,0.6533333333333333,0.6833333333333333,0.5333333333333333,0.6,0.5666666666666667,0.8,0.5544722080230713,7.5144157886505125,2.175089518229167,25.4,32258.0,5.2
within_site,AAL,v1,SDSU,0.5083333333333333,0.5238095238095237,0.5233333333333333,0.5371428571428571,0.7,0.48,0.5666666666666667,0.5772416949272156,10.03256368637085,2.1359409604753763,26.2,32258.0,6.6
within_site,AAL,v1,Stanford,0.65,0.5464285714285715,0.525,0.4738095238095239,0.45666666666666667,0.5,0.55,0.5864685773849487,10.767778587341308,2.144124678203038,25.2,32258.0,7.2
within_site,AAL,v1,Trinity,0.8025,0.6361111111111111,0.64,0.45656565656565656,0.46428571428571425,0.48,0.8,0.6532065808773041,17.58307433128357,2.1909601158565946,34.2,32258.0,8.8
within_site,AAL,v1,UCLA,0.7714285714285716,0.5866666666666667,0.5982142857142857,0.3545098039215687,0.7333333333333333,0.28214285714285714,0.9142857142857143,0.7743499994277954,34.1111804485321,3.0802122751871748,36.4,32258.0,15.0
within_site,AAL,v1,UM,0.6555555555555557,0.5857707509881424,0.5995726495726496,0.5137878119763648,0.6316666666666667,0.4769230769230769,0.7222222222222222,0.7219259977340698,50.519920873641965,2.7993364296411807,36.8,32258.0,22.6
within_site,AAL,v1,USM,0.8044642857142857,0.6371794871794871,0.5349999999999999,0.18095238095238098,0.4,0.12000000000000002,0.95,0.754512083530426,27.962019634246825,3.1164319087297487,35.8,32258.0,12.2
within_site,AAL,v1,Yale,0.5576666666666668,0.54,0.5383333333333333,0.4671794871794872,0.4704761904761904,0.4866666666666667,0.5900000000000001,0.5320692300796509,14.466462755203247,2.618600527445475,25.4,32258.0,9.6
pooled_cv,AAL,v2,1,0.6449293966623877,0.5310734463276836,0.535622593068036,0.5202312138728323,0.5769230769230769,0.47368421052631576,0.5975609756097561,0.48457059264183044,282.6706688404083,3.624658800114346,26,32258,177
pooled_cv,AAL,v2,2,0.685622593068036,0.6384180790960452,0.6389602053915275,0.6521739130434782,0.6741573033707865,0.631578947368421,0.6463414634146342,0.5710287094116211,231.4312241077423,2.9396269954530534,21,32258,177
pooled_cv,AAL,v2,3,0.6614890885750963,0.615819209039548,0.6145699614890885,0.6382978723404255,0.6451612903225806,0.631578947368421,0.5975609756097561,0.4296894669532776,262.55077838897705,3.4729370289603194,24,32258,177
pooled_cv,AAL,v2,4,0.6395318930041153,0.576271186440678,0.5727237654320988,0.61139896373057,0.6082474226804123,0.6145833333333334,0.5308641975308642,0.6793661713600159,285.52272772789,2.942506876368981,26,32258,177
pooled_cv,AAL,v2,5,0.7419103313840155,0.7045454545454546,0.7072124756335283,0.7111111111111111,0.7529411764705882,0.6736842105263158,0.7407407407407407,0.553371012210846,282.47079205513,3.107370300726457,26,32258,176
loso,AAL,v2,CMU,0.6666666666666667,0.6,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,0.5881593823432922,247.22590494155884,1.6632556915283203,21,32258,5
loso,AAL,v2,Caltech,0.6666666666666667,0.6486486486486487,0.6461988304093567,0.606060606060606,0.6666666666666666,0.5555555555555556,0.7368421052631579,0.6700730323791504,330.9524505138397,3.595210410453178,28,32258,37
loso,AAL,v2,KKI,0.8148148148148148,0.6153846153846154,0.7222222222222222,0.6153846153846153,1.0,0.4444444444444444,1.0,0.5959426760673523,554.2820248603821,3.3634442549485426,48,32258,39
loso,AAL,v2,Leuven,0.7124183006535948,0.7213114754098361,0.6889978213507625,0.7951807228915663,0.673469387755102,0.9705882352941176,0.4074074074074074,0.5973258018493652,391.09540009498596,2.786198600393827,34,32258,61
loso,AAL,v2,MaxMun,0.5231481481481481,0.5238095238095238,0.5416666666666666,0.5,0.625,0.4166666666666667,0.6666666666666666,0.6738417744636536,645.1360590457916,3.3790611085437594,56,32258,42
loso,AAL,v2,NYU,0.722253284875594,0.6842105263157895,0.6843024881185351,0.7127659574468085,0.7444444444444445,0.6836734693877551,0.684931506849315,0.4665209949016571,265.74179697036743,3.7403622565910832,24,32258,171
loso,AAL,v2,OHSU,0.5,0.4782608695652174,0.4810606060606061,0.4999999999999999,0.46153846153846156,0.5454545454545454,0.4166666666666667,0.588712751865387,243.84031343460083,2.5977362757143765,21,32258,23
loso,AAL,v2,Olin,0.8376623376623376,0.68,0.6753246753246753,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.38359320163726807,271.7681887149811,2.923583984375,23,32258,25
loso,AAL,v2,Pitt,0.8260869565217391,0.7333333333333333,0.7292490118577075,0.7777777777777777,0.6774193548387096,0.9130434782608695,0.5454545454545454,0.528255045413971,243.08594870567322,2.910153071085612,21,32258,45
loso,AAL,v2,SBL,0.7916666666666666,0.6538461538461539,0.6607142857142857,0.6666666666666665,0.6,0.75,0.5714285714285714,0.6187059283256531,244.31172108650208,2.604777996356671,21,32258,26
loso,AAL,v2,SDSU,0.7420634920634921,0.6666666666666666,0.6845238095238095,0.7027027027027026,0.8125,0.6190476190476191,0.75,0.5526095032691956,245.90495777130127,3.449208808667732,21,32258,33
loso,AAL,v2,Stanford,0.739938080495356,0.5,0.5201238390092879,0.25,0.6,0.15789473684210525,0.8823529411764706,0.41461676359176636,340.54872822761536,3.3059649997287326,29,32258,36
loso,AAL,v2,Trinity,0.670807453416149,0.6136363636363636,0.6221532091097308,0.5405405405405405,0.7142857142857143,0.43478260869565216,0.8095238095238095,0.7118734121322632,277.1336181163788,3.438115119934082,24,32258,44
loso,AAL,v2,UCLA,0.7122507122507122,0.6133333333333333,0.608974358974359,0.6588235294117647,0.6086956521739131,0.717948717948718,0.5,0.4695005416870117,241.57674360275269,2.9693380991617837,21,32258,75
loso,AAL,v2,UM,0.6685897435897437,0.5486725663716814,0.5641025641025641,0.5405405405405406,0.6521739130434783,0.46153846153846156,0.6666666666666666,0.5894761085510254,273.3916916847229,3.5774328012382033,24,32258,113
loso,AAL,v2,USM,0.759725400457666,0.6885245901639344,0.7242562929061784,0.6779661016949152,0.5555555555555556,0.8695652173913043,0.5789473684210527,0.45139428973197937,276.87700033187866,3.6625314931400488,24,32258,61
loso,AAL,v2,Yale,0.7482517482517482,0.7083333333333334,0.7097902097902098,0.7199999999999999,0.75,0.6923076923076923,0.7272727272727273,0.5879303812980652,462.1480553150177,2.9906233151753745,40,32258,48
within_site,AAL,v2,Caltech,0.6791666666666666,0.65,0.6333333333333333,0.5333333333333333,0.82,0.45,0.8166666666666667,0.6969861268997193,14.63181266784668,2.250217539923532,34.4,32258.0,7.4
within_site,AAL,v2,KKI,0.8433333333333334,0.6392857142857142,0.6966666666666667,0.6627705627705628,0.8761904761904763,0.5933333333333334,0.8,0.7387344002723694,16.122263622283935,2.1577554089682445,36.0,32258.0,7.8
within_site,AAL,v2,Leuven,0.7271428571428572,0.573076923076923,0.5980952380952381,0.4984126984126984,0.5789682539682539,0.5095238095238096,0.6866666666666668,0.6464475870132447,25.010934400558472,3.181661703647711,33.4,32258.0,12.2
within_site,AAL,v2,MaxMun,0.42250000000000004,0.4722222222222222,0.4616666666666667,0.5533333333333333,0.5476190476190476,0.59,0.3333333333333333,0.4778178155422211,11.563368988037109,2.2072308593326144,23.2,32258.0,8.4
within_site,AAL,v2,NYU,0.7081453634085213,0.6546218487394958,0.6511027568922305,0.6810848850423988,0.7148809523809524,0.6631578947368422,0.639047619047619,0.5287052035331726,56.659442567825316,3.072409349329331,27.2,32258.0,34.2
within_site,AAL,v2,OHSU,0.8,0.61,0.6166666666666666,0.6066666666666667,0.6333333333333333,0.6666666666666666,0.5666666666666667,0.5061810910701752,5.46443018913269,1.8471741676330566,21.4,32258.0,4.6
within_site,AAL,v2,Olin,0.8333333333333334,0.68,0.6333333333333333,0.36,0.4,0.3333333333333333,0.9333333333333332,0.5314566195011139,7.308368396759033,1.9662094116210938,25.8,32258.0,5.0
within_site,AAL,v2,Pitt,0.8200000000000001,0.6888888888888889,0.7,0.5954545454545455,0.6571428571428571,0.62,0.78,0.6873284876346588,17.33270659446716,2.508873409695095,33.0,32258.0,9.0
within_site,AAL,v2,SBL,0.6888888888888889,0.5733333333333333,0.5833333333333333,0.611904761904762,0.6799999999999999,0.7666666666666666,0.4,0.5011243343353271,6.542236709594727,2.0343828201293945,22.8,32258.0,5.2
within_site,AAL,v2,SDSU,0.7833333333333333,0.619047619047619,0.595,0.6647619047619047,0.6866666666666666,0.6900000000000001,0.5,0.5225823879241943,7.536947107315063,1.8712327593848819,21.0,32258.0,6.6
within_site,AAL,v2,Stanford,0.6291666666666667,0.525,0.5249999999999999,0.5038095238095238,0.5866666666666667,0.4666666666666666,0.5833333333333333,0.5188894748687745,9.55749568939209,2.003215891974313,22.6,32258.0,7.2
within_site,AAL,v2,Trinity,0.6,0.5638888888888889,0.5700000000000001,0.43809523809523804,0.5666666666666667,0.37,0.77,0.5587660908699036,13.45182819366455,1.9784781667921276,27.2,32258.0,8.8
within_site,AAL,v2,UCLA,0.7,0.64,0.6339285714285714,0.6098412698412699,0.77,0.5821428571428571,0.6857142857142857,0.5606646239757538,24.149434661865236,3.085594177246094,26.0,32258.0,15.0
within_site,AAL,v2,UM,0.7150427350427351,0.5928853754940712,0.6288888888888888,0.4683365330321852,0.8677777777777778,0.4,0.8577777777777778,0.7005137503147125,44.050964784622195,2.7988539382874262,33.4,32258.0,22.6
within_site,AAL,v2,USM,0.7528571428571429,0.7025641025641025,0.62,0.3133333333333333,0.5428571428571429,0.29,0.95,0.7944974064826965,33.70791273117065,2.99068536513891,45.2,32258.0,12.2
within_site,AAL,v2,Yale,0.591,0.5022222222222222,0.5216666666666667,0.41984126984126985,0.6857142857142857,0.35333333333333333,0.6900000000000001,0.6225878357887268,17.045790338516234,2.636099921332465,31.2,32258.0,9.6
pooled_cv,Schaefer100,v1,1,0.6756097560975609,0.615819209039548,0.6170731707317073,0.6263736263736264,0.6551724137931034,0.6,0.6341463414634146,0.5900212526321411,219.87956953048706,2.344399522253349,24,30210,177
pooled_cv,Schaefer100,v1,2,0.6672657252888318,0.655367231638418,0.655584082156611,0.6702702702702703,0.6888888888888889,0.6526315789473685,0.6585365853658537,0.33488431572914124,703.6000304222107,2.51801000476557,75,30210,177
pooled_cv,Schaefer100,v1,3,0.6251604621309371,0.5932203389830508,0.5868421052631578,0.64,0.6095238095238096,0.6736842105263158,0.5,0.3737226724624634,216.86978888511658,2.479185492305432,23,30210,177
pooled_cv,Schaefer100,v1,4,0.694187242798354,0.6440677966101694,0.6410108024691359,0.6735751295336787,0.6701030927835051,0.6770833333333334,0.6049382716049383,0.4058016240596771,218.78266954421997,2.3561143605722545,24,30210,177
pooled_cv,Schaefer100,v1,5,0.6855100714749839,0.6534090909090909,0.6498375568551007,0.6839378238341969,0.673469387755102,0.6947368421052632,0.6049382716049383,0.4744960367679596,202.02254486083984,2.297423102638938,22,30210,176
loso,Schaefer100,v1,CMU,0.6666666666666667,0.4,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3393037021160126,510.63979291915894,1.471710205078125,51,30210,5
loso,Schaefer100,v1,Caltech,0.6695906432748538,0.5945945945945946,0.5935672514619883,0.5714285714285715,0.5882352941176471,0.5555555555555556,0.631578947368421,0.4586639404296875,273.2043616771698,2.3993543676427893,27,30210,37
loso,Schaefer100,v1,KKI,0.5925925925925926,0.5128205128205128,0.5324074074074074,0.5777777777777777,0.7222222222222222,0.48148148148148145,0.5833333333333334,0.6106873750686646,207.6598219871521,2.0937186021071215,21,30210,39
loso,Schaefer100,v1,Leuven,0.7200435729847494,0.7377049180327869,0.7113289760348583,0.7999999999999999,0.6956521739130435,0.9411764705882353,0.48148148148148145,0.5065028071403503,236.4430432319641,2.435414517512087,24,30210,61
loso,Schaefer100,v1,MaxMun,0.5787037037037037,0.5952380952380952,0.5902777777777778,0.6382978723404256,0.6521739130434783,0.625,0.5555555555555556,0.37752342224121094,395.6191232204437,2.4123418898809526,40,30210,42
loso,Schaefer100,v1,NYU,0.6982107911657814,0.6432748538011696,0.6415991053955828,0.6772486772486773,0.7032967032967034,0.6530612244897959,0.6301369863013698,0.7324525117874146,372.5787036418915,3.0248304556684884,40,30210,171
loso,Schaefer100,v1,OHSU,0.7196969696969697,0.6086956521739131,0.6136363636363636,0.64,0.5714285714285714,0.7272727272727273,0.5,0.3902057707309723,270.3558626174927,2.1317005157470703,27,30210,23
loso,Schaefer100,v1,Olin,0.6493506493506493,0.64,0.6396103896103896,0.6086956521739131,0.5833333333333334,0.6363636363636364,0.6428571428571429,0.4922298192977905,875.4281270503998,2.0868873596191406,88,30210,25
loso,Schaefer100,v1,Pitt,0.7154150197628458,0.6222222222222222,0.6195652173913043,0.6666666666666666,0.6071428571428571,0.7391304347826086,0.5,0.4045586585998535,256.22736620903015,2.269834942287869,26,30210,45
loso,Schaefer100,v1,SBL,0.6488095238095238,0.5,0.5178571428571428,0.5806451612903226,0.47368421052631576,0.75,0.2857142857142857,0.5521758198738098,216.35289597511292,2.160053986769456,22,30210,26
loso,Schaefer100,v1,SDSU,0.7619047619047619,0.6666666666666666,0.6845238095238095,0.7027027027027026,0.8125,0.6190476190476191,0.75,0.5059801936149597,216.20594692230225,2.236402395999793,22,30210,33
loso,Schaefer100,v1,Stanford,0.7956656346749225,0.6388888888888888,0.6547987616099071,0.5185185185185185,0.875,0.3684210526315789,0.9411764705882353,0.4792941212654114,345.9485487937927,2.19747092988756,35,30210,36
loso,Schaefer100,v1,Trinity,0.7432712215320911,0.5909090909090909,0.5921325051759834,0.5909090909090909,0.6190476190476191,0.5652173913043478,0.6190476190476191,0.4758470952510834,226.8274164199829,2.3526549339294434,23,30210,44
loso,Schaefer100,v1,UCLA,0.693019943019943,0.6533333333333333,0.6474358974358974,0.7045454545454547,0.6326530612244898,0.7948717948717948,0.5,0.3885689079761505,232.89075803756714,2.5017992655436196,24,30210,75
loso,Schaefer100,v1,UM,0.7217948717948719,0.5752212389380531,0.6171474358974359,0.4782608695652174,0.8148148148148148,0.3384615384615385,0.8958333333333334,0.5170167088508606,206.19508504867554,3.1122275158367327,21,30210,113
loso,Schaefer100,v1,USM,0.7620137299771167,0.6721311475409836,0.6767734553775744,0.6153846153846154,0.5517241379310345,0.6956521739130435,0.6578947368421053,0.5441803932189941,223.9308021068573,2.3070046159087636,23,30210,61
loso,Schaefer100,v1,Yale,0.7272727272727273,0.7916666666666666,0.7797202797202798,0.8275862068965517,0.75,0.9230769230769231,0.6363636363636364,0.5461483001708984,213.64795470237732,3.0704339345296225,22,30210,48
within_site,Schaefer100,v1,Caltech,0.6,0.4607142857142857,0.475,0.3133333333333333,0.4,0.35,0.6,0.5050135612487793,8.305549001693725,1.699842725481306,21.8,30210.0,7.4
within_site,Schaefer100,v1,KKI,0.61,0.5607142857142857,0.5566666666666666,0.6214652014652015,0.7961904761904762,0.5466666666666666,0.5666666666666667,0.6589196205139161,12.010107564926148,1.6180600438799175,31.4,30210.0,7.8
within_site,Schaefer100,v1,Leuven,0.7012698412698414,0.5717948717948718,0.5866666666666667,0.5489177489177489,0.6873015873015873,0.5666666666666667,0.6066666666666667,0.5481544494628906,19.897489976882934,2.177343001732459,30.6,30210.0,12.2
within_site,Schaefer100,v1,MaxMun,0.5666666666666667,0.525,0.4916666666666667,0.5897435897435896,0.5785714285714285,0.65,0.3333333333333333,0.48449525237083435,10.603852033615112,1.6996959845225015,25.0,30210.0,8.4
within_site,Schaefer100,v1,NYU,0.6931228070175438,0.6141176470588234,0.6396741854636592,0.5616143317230273,0.8047619047619048,0.48315789473684206,0.7961904761904762,0.7827582776546478,69.8729522228241,2.719046007685301,39.6,30210.0,34.2
within_site,Schaefer100,v1,OHSU,0.7166666666666666,0.65,0.65,0.6076190476190476,0.5333333333333333,0.7333333333333333,0.5666666666666667,0.5598064601421356,5.589864873886109,1.5235519409179688,24.6,30210.0,4.6
within_site,Schaefer100,v1,Olin,0.7333333333333334,0.68,0.6666666666666666,0.5533333333333333,0.6333333333333333,0.5333333333333333,0.7999999999999999,0.5368131458759308,5.447125434875488,1.49810791015625,23.2,30210.0,5.0
within_site,Schaefer100,v1,Pitt,0.9,0.6222222222222222,0.635,0.4515873015873016,0.55,0.4,0.8699999999999999,0.6719771742820739,14.695388031005859,1.6361872355143228,33.6,30210.0,9.0
within_site,Schaefer100,v1,SBL,0.5444444444444445,0.5333333333333333,0.5166666666666667,0.44333333333333336,0.3866666666666666,0.5333333333333333,0.4999999999999999,0.519056749343872,5.156168460845947,1.6675837834676108,21.0,30210.0,5.2
within_site,Schaefer100,v1,SDSU,0.675,0.4619047619047619,0.47833333333333333,0.40714285714285714,0.5366666666666666,0.39,0.5666666666666667,0.5668112397193908,8.125599145889282,1.7343555177961076,26.2,30210.0,6.6
within_site,Schaefer100,v1,Stanford,0.7708333333333333,0.55,0.5666666666666667,0.5733333333333334,0.6857142857142857,0.6,0.5333333333333333,0.5759212136268616,9.252603578567506,1.8214881420135498,26.6,30210.0,7.2
within_site,Schaefer100,v1,Trinity,0.6824999999999999,0.47777777777777775,0.48,0.16999999999999998,0.18666666666666668,0.16,0.8,0.752656900882721,17.49881706237793,1.93855431344774,40.2,30210.0,8.8
within_site,Schaefer100,v1,UCLA,0.6714285714285715,0.5599999999999999,0.575,0.38085470085470086,0.6761904761904762,0.3142857142857143,0.8357142857142857,0.7632193684577941,27.158868980407714,2.422157923380534,35.8,30210.0,15.0
within_site,Schaefer100,v1,UM,0.7052991452991455,0.575889328063241,0.5824786324786325,0.6025266156845104,0.6947052947052946,0.5538461538461539,0.611111111111111,0.6023588180541992,31.657480669021606,2.3771024975380874,28.0,30210.0,22.6
within_site,Schaefer100,v1,USM,0.7741071428571429,0.6564102564102564,0.5721428571428572,0.24273504273504276,0.225,0.27999999999999997,0.8642857142857142,0.6995898842811584,20.98640356063843,2.1104522240467563,33.4,30210.0,12.2
within_site,Schaefer100,v1,Yale,0.6723333333333333,0.5155555555555555,0.5250000000000001,0.4333333333333333,0.5761904761904761,0.42000000000000004,0.63,0.5937003254890442,14.45924777984619,1.755541165669759,30.6,30210.0,9.6
pooled_cv,Schaefer100,v2,1,0.6682926829268293,0.5932203389830508,0.5943517329910142,0.6043956043956045,0.632183908045977,0.5789473684210527,0.6097560975609756,0.3947450518608093,229.48079013824463,2.4761520536605923,25,30210,177
pooled_cv,Schaefer100,v2,2,0.6749679075738126,0.632768361581921,0.6286906290115533,0.6666666666666667,0.65,0.6842105263157895,0.573170731707317,0.5335373878479004,196.91806554794312,2.472011382970433,22,30210,177
pooled_cv,Schaefer100,v2,3,0.6599486521181,0.6271186440677966,0.6250962772785622,0.6526315789473685,0.6526315789473685,0.6526315789473685,0.5975609756097561,0.4657398760318756,193.91295266151428,3.015209726021115,21,30210,177
pooled_cv,Schaefer100,v2,4,0.6814557613168725,0.6384180790960452,0.640625,0.6483516483516484,0.686046511627907,0.6145833333333334,0.6666666666666666,0.4917503297328949,220.13574504852295,2.5053953720351396,24,30210,177
pooled_cv,Schaefer100,v2,5,0.6766731643924626,0.6420454545454546,0.643859649122807,0.6519337016574586,0.686046511627907,0.6210526315789474,0.6666666666666666,0.4432253837585449,212.91546392440796,2.8682554310018364,23,30210,176
loso,Schaefer100,v2,CMU,0.5,0.6,0.5,0.0,0.0,0.0,1.0,0.487809956073761,207.29993891716003,1.5584468841552734,21,30210,5
loso,Schaefer100,v2,Caltech,0.6286549707602339,0.5675675675675675,0.5614035087719298,0.42857142857142855,0.6,0.3333333333333333,0.7894736842105263,0.36725208163261414,265.1117699146271,3.2882948179502747,27,30210,37
loso,Schaefer100,v2,KKI,0.5956790123456791,0.5128205128205128,0.5555555555555556,0.5581395348837209,0.75,0.4444444444444444,0.6666666666666666,0.5431084632873535,199.03163170814514,2.2412630227895884,21,30210,39
loso,Schaefer100,v2,Leuven,0.6971677559912853,0.639344262295082,0.630718954248366,0.6857142857142857,0.6666666666666666,0.7058823529411765,0.5555555555555556,0.7575837969779968,558.0725569725037,2.290760884519483,59,30210,61
loso,Schaefer100,v2,MaxMun,0.6689814814814814,0.6428571428571429,0.6458333333333333,0.6666666666666666,0.7142857142857143,0.625,0.6666666666666666,0.5254623889923096,271.8460144996643,2.37081732068743,28,30210,42
loso,Schaefer100,v2,NYU,0.6850712887894884,0.6023391812865497,0.6006429969247973,0.6382978723404255,0.6666666666666666,0.6122448979591837,0.589041095890411,0.5433194637298584,225.83479499816895,2.432448125024985,25,30210,171
loso,Schaefer100,v2,OHSU,0.6818181818181819,0.5652173913043478,0.5681818181818181,0.5833333333333334,0.5384615384615384,0.6363636363636364,0.5,0.22725148499011993,471.78615856170654,2.709347268809443,49,30210,23
loso,Schaefer100,v2,Olin,0.6883116883116883,0.6,0.5941558441558441,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6428571428571429,0.35811394453048706,294.7440872192383,2.6728057861328125,30,30210,25
loso,Schaefer100,v2,Pitt,0.575098814229249,0.4666666666666667,0.4624505928853755,0.5555555555555556,0.4838709677419355,0.6521739130434783,0.2727272727272727,0.7676871418952942,307.1259219646454,2.39922735426161,32,30210,45
